Season,Rk,Player,Age,Team,Pos,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,Awards
1971-72,146.0,Mel Counts,30.0,PHO,C,76.0,11.9,1.9,4.5,0.427,1.3,1.8,0.721,3.4,1.3,2.1,5.2,
1971-72,147.0,John Hummer,23.0,BUF,PF,55.0,21.6,2.1,5.3,0.39,1.1,2.3,0.468,4.2,1.3,3.2,5.2,
1971-72,148.0,Ron Knight,24.0,POR,SF,49.0,9.9,2.3,5.2,0.436,0.6,1.3,0.5,2.4,0.7,1.1,5.2,
1971-72,149.0,Em Bryant,33.0,BUF,PG,54.0,22.6,1.9,4.1,0.459,1.4,2.3,0.6,2.4,3.8,3.1,5.1,
1971-72,150.0,Larry Steele,22.0,POR,SG,72.0,18.2,2.1,4.3,0.481,1.0,1.3,0.722,3.9,2.2,2.8,5.1,
1971-72,151.0,Bobby Washington,24.0,CLE,PG,69.0,14.0,1.8,4.5,0.398,1.5,1.9,0.813,1.9,3.2,2.0,5.1,
1971-72,152.0,Art Williams,32.0,BOS,PG,81.0,16.4,2.0,4.2,0.475,1.1,1.5,0.756,3.2,4.0,2.5,5.1,
1971-72,153.0,Lamar Green,24.0,PHO,PF,67.0,14.8,2.0,4.4,0.446,1.0,1.3,0.733,5.2,0.7,2.0,5.0,
1971-72,154.0,Bill Hosket,25.0,BUF,PF,44.0,13.5,2.0,4.1,0.492,1.0,1.2,0.808,2.8,0.9,1.8,5.0,
1971-72,155.0,Harvey Marlatt,23.0,DET,SG,31.0,16.3,1.9,4.8,0.403,1.2,1.4,0.857,2.0,1.9,2.1,5.0,
1971-72,156.0,John Warren,24.0,CLE,SG,68.0,14.3,2.1,5.1,0.417,0.7,0.9,0.845,2.0,1.3,1.4,5.0,
1971-72,157.0,Leroy Ellis,31.0,LAL,C,74.0,14.6,1.9,4.1,0.46,0.9,1.3,0.695,4.2,0.6,1.6,4.6,
1971-72,158.0,Dean Meminger,23.0,NYK,SG,78.0,15.0,1.8,3.8,0.474,1.0,1.8,0.564,2.4,1.3,1.8,4.6,
1971-72,159.0,Steve Mix,24.0,DET,SF,8.0,13.0,1.9,5.9,0.319,0.9,1.5,0.583,2.9,0.5,0.9,4.6,
1971-72,160.0,Jake Jones,22.0,2TM,SG,17.0,11.9,1.6,4.2,0.389,1.2,1.8,0.645,1.5,0.7,1.3,4.5,
1971-72,160.0,Jake Jones,22.0,PHI,SG,6.0,6.8,1.0,3.0,0.333,1.2,1.7,0.7,1.0,0.3,0.5,3.2,
1971-72,160.0,Jake Jones,22.0,CIN,SG,11.0,14.6,2.0,4.9,0.407,1.2,1.9,0.619,1.8,0.9,1.7,5.2,
1971-72,161.0,Bill Hewitt,27.0,DET,PF,68.0,17.7,1.9,4.1,0.473,0.6,1.2,0.5,5.4,1.0,2.0,4.5,
1971-72,162.0,Ken Durrett,23.0,CIN,SF,19.0,12.3,1.6,4.2,0.392,1.1,1.5,0.75,2.1,0.7,2.2,4.4,
1971-72,163.0,Al Henry,22.0,PHI,C,43.0,9.8,1.6,3.6,0.436,1.2,1.7,0.699,3.2,0.2,1.0,4.3,
1971-72,164.0,Erwin Mueller,27.0,DET,PF,42.0,14.4,1.6,4.7,0.345,1.0,1.8,0.581,3.5,1.4,1.5,4.3,
1971-72,165.0,Dennis Awtrey,23.0,PHI,C,58.0,13.7,1.7,3.8,0.441,0.8,1.3,0.645,4.3,0.9,2.4,4.2,
1971-72,166.0,Fred Brown,23.0,SEA,SG,33.0,10.9,1.8,5.5,0.328,0.7,0.9,0.759,1.1,1.8,1.3,4.2,
1971-72,167.0,Gil McGregor,22.0,CIN,PF,42.0,12.7,1.6,4.3,0.363,0.9,1.3,0.696,3.5,0.4,2.9,4.1,
1971-72,168.0,Tom Payne,21.0,ATL,C,29.0,7.8,1.6,3.6,0.437,1.0,1.6,0.63,2.4,0.5,1.4,4.1,
1971-72,169.0,Jeff Halliburton,22.0,ATL,SG,37.0,7.8,1.6,3.6,0.459,0.7,0.8,0.833,1.0,0.5,1.4,4.0,
1971-72,170.0,Larry Siegfried,32.0,2TM,PG,31.0,18.0,1.4,4.0,0.35,1.0,1.2,0.865,1.4,2.3,1.7,3.8,
1971-72,170.0,Larry Siegfried,32.0,HOU,PG,10.0,22.3,1.8,4.6,0.391,1.2,1.4,0.857,1.0,2.0,2.1,4.8,
1971-72,170.0,Larry Siegfried,32.0,ATL,PG,21.0,16.0,1.2,3.7,0.325,1.0,1.1,0.87,1.5,2.5,1.5,3.3,
1971-72,171.0,Bob Portman,24.0,GSW,SG,61.0,9.1,1.5,3.6,0.403,0.9,1.0,0.883,2.2,0.4,1.1,3.8,
1971-72,172.0,Dick Gibbs,23.0,HOU,SF,64.0,11.8,1.4,4.1,0.34,0.9,1.0,0.833,2.2,0.8,2.0,3.7,
1971-72,173.0,Luther Rackley,25.0,2TM,C,71.0,9.6,1.5,3.4,0.429,0.7,1.2,0.568,2.9,0.3,1.5,3.6,
1971-72,173.0,Luther Rackley,25.0,CLE,C,9.0,7.2,1.2,2.8,0.44,0.1,0.4,0.25,2.3,0.3,0.3,2.6,
1971-72,173.0,Luther Rackley,25.0,NYK,C,62.0,10.0,1.5,3.5,0.428,0.8,1.4,0.583,3.0,0.3,1.7,3.8,
1971-72,174.0,Jake Ford,26.0,SEA,PG,26.0,7.0,1.3,2.5,0.5,1.0,1.3,0.788,0.4,1.0,0.8,3.5,
1971-72,175.0,Toby Kimball,29.0,MIL,PF,74.0,13.1,1.4,3.1,0.467,0.6,1.1,0.543,4.2,0.8,1.9,3.5,
1971-72,176.0,Isaiah Wilson,23.0,DET,SG,48.0,6.7,1.3,3.7,0.356,0.9,1.2,0.732,1.0,0.9,0.7,3.5,
1971-72,177.0,John Vallely,23.0,2TM,SG,49.0,7.5,1.4,3.5,0.404,0.6,0.9,0.667,0.7,0.8,1.0,3.4,
1971-72,177.0,John Vallely,23.0,ATL,SG,9.0,12.2,2.2,4.8,0.465,1.4,2.2,0.65,1.2,1.0,1.4,5.9,
1971-72,177.0,John Vallely,23.0,HOU,SG,40.0,6.4,1.2,3.2,0.383,0.4,0.6,0.68,0.5,0.7,0.9,2.9,
1971-72,178.0,Jimmy Collins,25.0,CHI,SG,19.0,7.1,1.4,3.7,0.366,0.5,0.6,0.909,0.6,0.5,0.6,3.3,
1971-72,179.0,Nick Jones,26.0,GSW,SG,65.0,7.4,1.3,3.0,0.418,0.8,0.9,0.836,0.6,0.7,1.7,3.3,
1971-72,180.0,Hank Finkel,29.0,BOS,C,78.0,9.4,1.3,3.3,0.406,0.6,0.9,0.581,3.2,0.8,1.5,3.2,
1971-72,181.0,Steve Patterson,23.0,CLE,C,65.0,11.9,1.4,4.0,0.357,0.4,0.7,0.5,3.5,0.8,1.2,3.2,
1971-72,182.0,Mike Price,23.0,NYK,SG,6.0,6.7,0.8,2.3,0.357,1.5,1.8,0.818,1.0,1.0,1.7,3.2,
1971-72,183.0,Bob Christian,25.0,ATL,C,56.0,8.7,1.2,2.5,0.465,0.8,1.1,0.721,3.2,0.5,1.4,3.1,
1971-72,184.0,Jim Marsh,25.0,POR,SF,39.0,9.6,1.0,3.0,0.333,1.1,1.5,0.695,2.2,0.8,1.3,3.1,
1971-72,185.0,Kenny McIntosh,23.0,CHI,SF,43.0,9.4,1.3,3.9,0.339,0.5,1.0,0.477,2.1,0.4,1.0,3.1,
1971-72,186.0,Johnny Egan,33.0,HOU,PG,38.0,11.5,1.1,2.7,0.404,0.7,0.8,0.813,0.7,1.3,1.4,2.9,
1971-72,187.0,Greg Howard,24.0,CLE,PF,48.0,8.9,1.0,2.7,0.382,0.8,1.1,0.765,2.3,0.6,1.0,2.9,
1971-72,188.0,Bill Turner,27.0,GSW,PF,62.0,9.6,1.1,2.9,0.392,0.6,0.9,0.755,2.1,0.4,1.1,2.9,
1971-72,189.0,Barry Yates,26.0,PHI,PF,24.0,6.0,1.3,3.5,0.373,0.3,0.5,0.636,1.7,0.3,0.6,2.9,
1971-72,190.0,McCoy McLemore,29.0,2TM,SF,27.0,9.1,1.0,2.6,0.394,0.7,0.9,0.833,2.7,0.8,1.2,2.8,
1971-72,190.0,McCoy McLemore,29.0,MIL,SF,10.0,9.9,0.9,2.8,0.321,1.1,1.2,0.917,3.4,1.2,1.8,2.9,
1971-72,190.0,McCoy McLemore,29.0,HOU,SF,17.0,8.6,1.1,2.5,0.442,0.5,0.7,0.75,2.3,0.6,0.9,2.8,
1971-72,191.0,Dick Cunningham,25.0,HOU,C,63.0,11.4,1.1,2.8,0.385,0.6,0.8,0.698,3.9,0.9,1.2,2.7,
1971-72,192.0,Terry Driscoll,24.0,BAL,PF,40.0,7.8,1.0,2.6,0.385,0.7,1.0,0.692,2.7,0.6,1.3,2.7,
1971-72,193.0,Rich Rinaldi,22.0,BAL,SG,39.0,4.1,1.1,2.7,0.404,0.5,0.8,0.667,0.5,0.4,0.6,2.7,
1971-72,194.0,Fred Taylor,23.0,2TM,SG,34.0,8.3,1.1,3.4,0.308,0.4,0.9,0.469,1.6,0.5,1.2,2.6,
1971-72,194.0,Fred Taylor,23.0,PHO,SG,13.0,5.3,0.5,2.1,0.222,0.3,1.0,0.308,1.3,0.5,0.6,1.2,
1971-72,194.0,Fred Taylor,23.0,CIN,SG,21.0,10.2,1.4,4.3,0.333,0.5,0.9,0.579,1.8,0.5,1.5,3.4,
1971-72,195.0,Jim Cleamons,22.0,LAL,PG,38.0,5.3,0.9,2.6,0.35,0.7,0.9,0.778,1.0,0.9,0.6,2.6,
1971-72,196.0,Clarence Glover,24.0,BOS,PF,25.0,4.8,1.0,2.2,0.455,0.6,1.3,0.469,1.8,0.2,1.0,2.6,
1971-72,197.0,Art Harris,25.0,PHO,SG,21.0,6.9,1.1,3.3,0.329,0.4,1.0,0.429,0.6,0.9,1.2,2.6,
1971-72,198.0,Darrall Imhoff,33.0,2TM,C,49.0,9.8,1.1,2.7,0.394,0.5,0.9,0.558,2.7,1.1,2.0,2.6,
1971-72,198.0,Darrall Imhoff,33.0,CIN,C,9.0,8.4,1.1,3.2,0.345,0.3,0.9,0.375,3.0,0.2,2.4,2.6,
1971-72,198.0,Darrall Imhoff,33.0,POR,C,40.0,10.1,1.1,2.6,0.408,0.5,0.9,0.6,2.7,1.3,1.9,2.6,
1971-72,199.0,Eddie Mast,23.0,NYK,PF,40.0,6.8,1.0,2.8,0.348,0.6,1.0,0.61,1.8,0.3,1.0,2.6,
1971-72,200.0,Jackie Dinkins,22.0,CHI,SF,18.0,4.9,0.9,2.3,0.415,0.6,1.1,0.55,1.1,0.4,0.6,2.5,
1971-72,201.0,Garfield Smith,26.0,BOS,PF,26.0,5.2,1.1,2.5,0.424,0.2,1.2,0.194,1.4,0.3,0.8,2.4,
1971-72,202.0,Charlie Lowery,22.0,MIL,PG,20.0,6.7,0.9,1.9,0.447,0.6,0.9,0.611,1.0,0.7,0.8,2.3,
1971-72,203.0,Dorie Murrey,28.0,BAL,PF,51.0,8.3,0.8,2.2,0.381,0.5,0.8,0.615,2.5,0.3,1.5,2.2,
1971-72,204.0,Jeff Webb,23.0,2TM,SG,46.0,5.2,0.9,2.2,0.4,0.3,0.5,0.696,0.8,0.5,0.6,2.1,
1971-72,204.0,Jeff Webb,23.0,MIL,SG,19.0,5.7,0.5,1.8,0.257,0.6,0.7,0.846,0.9,0.4,0.4,1.5,
1971-72,204.0,Jeff Webb,23.0,PHO,SG,27.0,4.8,1.1,2.4,0.477,0.2,0.4,0.5,0.6,0.6,0.8,2.5,
1971-72,205.0,Rex Morgan,23.0,BOS,SG,28.0,5.4,0.6,1.8,0.32,0.8,1.1,0.742,1.1,0.6,1.2,2.0,
1971-72,206.0,Odis Allison,22.0,GSW,SF,36.0,4.6,0.5,2.2,0.218,0.9,1.7,0.541,1.3,0.3,0.9,1.9,
1971-72,207.0,Charlie Paulk,25.0,2TM,PF,35.0,6.0,0.7,2.5,0.273,0.4,0.6,0.714,1.8,0.3,0.9,1.8,
1971-72,207.0,Charlie Paulk,25.0,CHI,PF,7.0,8.6,1.1,4.0,0.286,1.0,1.3,0.778,2.1,0.6,1.0,3.3,
1971-72,207.0,Charlie Paulk,25.0,NYK,PF,28.0,5.4,0.6,2.1,0.267,0.3,0.4,0.667,1.8,0.3,0.9,1.4,
1971-72,208.0,Jackie Ridgle,23.0,CLE,SG,32.0,3.3,0.6,1.4,0.432,0.6,0.8,0.731,0.5,0.2,0.5,1.8,
1971-72,209.0,John Wetzel,27.0,PHO,SG,51.0,8.2,0.6,1.6,0.378,0.5,0.6,0.8,1.3,1.1,1.4,1.7,
1971-72,210.0,Bill Dinwiddie,28.0,MIL,PF,23.0,6.3,0.7,2.5,0.281,0.2,0.4,0.556,1.4,0.4,1.0,1.6,
1971-72,211.0,Greg Fillmore,24.0,NYK,C,10.0,6.7,0.7,2.7,0.259,0.1,0.3,0.333,1.5,0.3,1.7,1.5,
1971-72,212.0,Eddie Miles,31.0,NYK,SG,42.0,4.7,0.5,1.5,0.359,0.4,0.4,0.889,0.4,0.4,1.1,1.5,
1971-72,213.0,Barry Nelson,22.0,MIL,C,28.0,3.6,0.5,1.3,0.417,0.2,0.4,0.5,0.7,0.3,0.8,1.3,
1971-72,214.0,Vic Bartolome,23.0,GSW,C,38.0,4.3,0.4,1.6,0.254,0.1,0.1,0.8,1.6,0.1,0.6,0.9,
1971-72,215.0,Sid Catlett,23.0,CIN,SF,9.0,4.4,0.2,1.0,0.222,0.2,1.0,0.222,0.4,0.1,0.3,0.7,
1971-72,216.0,Shaler Halimon,26.0,ATL,SF,1.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,
1971-72,,League Average,,,,,,,,0.455,,,0.748,,,,,
